"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","occurrenceRemarks","projectId","sex","lifeStage","elevation","elevationAccuracy","continent","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","institutionID","county","locality","language","type","preparations","disposition","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","accessRights","collectionID","programmeAcronym","eventID","habitat","verbatimSRS","samplingEffort","municipality","verbatimCoordinateSystem","fieldNumber","verbatimElevation","identificationRemarks","individualCount","georeferencedBy","eventRemarks","datasetID","higherClassification","previousIdentifications","footprintWKT","parentEventID","locationAccordingTo","locationRemarks","fieldNotes","recordNumber","identifiedByIDs.type","identifiedByIDs.value","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","collectionKey","recordedByIDs.type","recordedByIDs.value","georeferenceRemarks","taxonRemarks","locationID","ownerInstitutionCode","institutionKey","dynamicProperties","identificationVerificationStatus","georeferencedDate","nomenclaturalCode","georeferenceProtocol","organismID","identificationQualifier","georeferenceSources","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","originalNameUsage","verbatimTaxonRank","higherGeographyID","bibliographicCitation","download"
"Aotus lemurinus","3046439547","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",8.127778,-72.586111,"muluriiv","dc68ef79-97f5-4984-9dc4-c463c7be5870","478a9e81-e716-42dc-a68d-03487953a32e","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-05-07T16:25:39.331+00:00","2021-05-07T16:25:43.100+00:00",173,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU","2010-10-01T00:00:00",3036,"Norte de Santander",1955,9,18,"1955-09-18T00:00:00","2019-04-02T00:00:00.000+00:00","2021-05-07T16:25:43.100+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO",NA,"none","Colombia","Museo de La Salle - Universidad de La Salle","LaSalle:MLS-mam:2012",NA,NA,"8 septiembre 1955",NA,"Norte de Santander, Mpio de Zulia, Astillero Hacienda Situada a la Izquierda del río Zulia N. de cucuta","MLS-mam","3046439547","LaSalle:MLS-mam:2012",NA,"Hno. Nicéforo María","2012",NA,"Universidad de La Salle (La Salle)",NA,NA,"Guillermo Garbino",NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE","Unknown",NA,NA,"SOUTH_AMERICA",NA,NA,NA,"860.015.542-6","El Zulia","Astillero, Hacienda situada a la izquierda del Río Zulia","es","Objeto físico","Piel | Cráneo","En colección","Marteja | mico de noche | sorbe humo | mico tuto | mico chala | maca cagao | Marikiná | Jujuná",NA,NA,NA,"RNC:133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Julieth Cárdenas",NA,NA,"Animalia | Chordata | Mammalia | Primates | Aotidae | Aotus","Aotus sp. por Nho. Nicéforo María en 1962 | Aotus lemurinus griseimembra por Guillermo Garbino en 10-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WIKIDATA","https://www.wikidata.org/wiki/Q1613449","Las coordenadas no corresponden con el municipio documentado teniendo en cuenta la capa IGAC-DIVIPOLA 2020",NA,NA,NA,NA,NA,NA,"2020-03-19","ICZN","Método radio punto, GEOLocate datos del mapa 2020, CNES/Airbus, Landsat / Copernicus, Maxar Technologies, U.S. Geological Survey",NA,NA,NA,NA,"Aotus lemurinus griseimembra","Especie",NA,NA,"succeded"
"Aotus lemurinus","1806448562","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",5.684722,-74.388056,"cdround,osiic","3d88255b-67ae-4f82-899b-06186eab2995","eac88d99-9f6c-4031-8fc4-8088f0e0dfe7","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-05-18T19:10:37.789+00:00","2021-05-18T19:10:43.857+00:00",183,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Cundinamarca",1954,3,20,"1954-03-20T00:00:00",NA,"2021-05-18T19:10:43.857+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"67d1bdf7-25e7-11e3-add6-000c29c9b582",NA,NA,NA,"Datos sistematizados por Expedición por la historia - ColombiaBio","Cundinamarca: Laguna de Pedropalo. Alt. 2000-2100 m.","ICN-MHN-Ma","1806448562","67d1bdf7-25e7-11e3-add6-000c29c9b582",NA,"J. Hernández C.","1",NA,"Universidad Nacional de Colombia (UNAL)",NA,NA,NA,"8d9fb7e1-25e7-11e3-add6-000c29c9b582","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,2050,50,"SOUTH_AMERICA",NA,NA,NA,"899.999.063-3",NA,"Laguna de Pedropalo.","es","Objeto físico",NA,"En colección",NA,NA,NA,"Usos no comerciales únicamente","RNC:005",NA,"77a86fd0-25e7-11e3-add6-000c29c9b582",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Lt. 618, c. 281, p. 83, o. 30. Iris cafe obscuro. NV: Mico, Micotiti. Mano 60.3 en un Ficus glabrata de 40 m con Araceae bejucosas y Anthurium epifitos. Otros 3 en Quercus con bejucos",NA,NA,NA,NA,NA,NA,NA,NA,"sn.",NA,NA,"CUNDINAMARCA | COLOMBIA",NA,NA,NA,NA,NA,NA,NA,NA,"804d2284-25e7-11e3-add6-000c29c9b582",NA,NA,NA,NA,"2014-05-03",NA,NA,NA,NA,NA,NA,NA,NA,"282931",NA,"succeded"
"Aotus lemurinus","1315037283","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.365,-74.3469,"gass84,cdpi,incomis,inmafu","79684ec1-01e8-46cc-83cb-cd5bdfb469fe","eac88d99-9f6c-4031-8fc4-8088f0e0dfe7","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-27T02:05:01.805+00:00","2021-03-30T11:05:31.417+00:00",115,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Cundinamarca",1954,5,29,"1954-05-29T00:00:00",NA,"2021-03-30T11:05:31.417+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"4378697",NA,NA,NA,NA,NA,"Mamiferos","1315037283","4378697",NA,"Idrobo, J. M.","3",NA,"ICN",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,2050,50,NA,NA,NA,NA,NA,"FUSAGASUGÁ","Cundinamarca:  Fusagasugá, vertiente W de la Sierra de Cruz Grande. Alt. 2000-2100 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11810861-95e7-4935-97f0-210bda889bb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1315037319","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.36508,-74.3469,"gass84,cdpi,incomis,inmafu","79684ec1-01e8-46cc-83cb-cd5bdfb469fe","eac88d99-9f6c-4031-8fc4-8088f0e0dfe7","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-27T02:05:01.805+00:00","2021-03-30T11:05:31.161+00:00",115,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Cundinamarca",1954,5,29,"1954-05-29T00:00:00",NA,"2021-03-30T11:05:31.161+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"4378696",NA,NA,NA,NA,NA,"Mamiferos","1315037319","4378696",NA,"Idrobo, J. M.","4",NA,"ICN",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,2050,50,NA,NA,NA,NA,NA,"FUSAGASUGÁ","Vertiente W de la Sierra de Cruz Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11810861-95e7-4935-97f0-210bda889bb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","1315037320","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",4.365,-74.3469,"gass84,cdpi,incomis,inmafu","79684ec1-01e8-46cc-83cb-cd5bdfb469fe","eac88d99-9f6c-4031-8fc4-8088f0e0dfe7","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-27T02:05:01.805+00:00","2021-03-30T11:05:31.162+00:00",115,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Cundinamarca",1954,5,29,"1954-05-29T00:00:00",NA,"2021-03-30T11:05:31.162+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"4378698",NA,NA,NA,NA,NA,"Mamiferos","1315037320","4378698",NA,"Idrobo, J. M.","2",NA,"ICN",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,NA,NA,2050,50,NA,NA,NA,NA,NA,"FUSAGASUGÁ","Cundinamarca:  Fusagasugá, vertiente W de la Sierra de Cruz Grande. Alt. 2000-2100 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11810861-95e7-4935-97f0-210bda889bb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665833075","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.627695,-75.988327,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.210+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,6,23,"1951-06-23T00:00:00",NA,"2021-03-30T10:22:13.210+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","bef4b83b-a863-4c60-8899-1ee21ed30fc5",NA,NA,NA,NA,NA,"Mammals","665833075","bef4b83b-a863-4c60-8899-1ee21ed30fc5",NA,"P. Hershkovitz","70673",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","Acevedo","Rio Aguas Claras","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"84771",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,"degrees minutes seconds",NA,"PH-5222",NA,NA,"South America, Colombia, Huila, Acevedo, Neotropics: Rio Aguas Claras",NA,NA,"23","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"MaNIS georeferencing guidelines","2569898",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665833076","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.627695,-75.988327,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:18.383+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,6,23,"1951-06-23T00:00:00",NA,"2021-03-30T10:22:18.383+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","ed1efb6b-f303-474f-9a66-09cb80328efa",NA,NA,NA,NA,NA,"Mammals","665833076","ed1efb6b-f303-474f-9a66-09cb80328efa",NA,"P. Hershkovitz","70674",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","Acevedo","Rio Aguas Claras","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"84772",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,"degrees minutes seconds",NA,"PH-5223",NA,NA,"South America, Colombia, Huila, Acevedo, Neotropics: Rio Aguas Claras",NA,NA,"23","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"MaNIS georeferencing guidelines","2569899",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665833077","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.627695,-75.988327,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.781+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,6,25,"1951-06-25T00:00:00",NA,"2021-03-30T10:22:12.781+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","408e2d34-53f2-4549-bbd0-556c3689ebc7",NA,NA,NA,NA,NA,"Mammals","665833077","408e2d34-53f2-4549-bbd0-556c3689ebc7",NA,"P. Hershkovitz","70675",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","Acevedo","Rio Aguas Claras","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"84773",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,"degrees minutes seconds",NA,"PH-5228",NA,NA,"South America, Colombia, Huila, Acevedo, Neotropics: Rio Aguas Claras",NA,NA,"25","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"MaNIS georeferencing guidelines","2569900",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665833078","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.627695,-75.988327,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.516+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,6,25,"1951-06-25T00:00:00",NA,"2021-03-30T10:22:11.516+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","096e9fc0-be16-41de-9862-e1a281af4424",NA,NA,NA,NA,NA,"Mammals","665833078","096e9fc0-be16-41de-9862-e1a281af4424",NA,"P. Hershkovitz","70676",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","Acevedo","Rio Aguas Claras","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"84774",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,"degrees minutes seconds",NA,"PH-5229",NA,NA,"South America, Colombia, Huila, Acevedo, Neotropics: Rio Aguas Claras",NA,NA,"25","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"MaNIS georeferencing guidelines","2569901",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665921495","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.627695,-75.988327,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.475+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,6,20,"1951-06-20T00:00:00",NA,"2021-03-30T10:22:13.475+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","85a423be-42a7-4915-899c-a3c0fb40a5cb",NA,NA,NA,NA,NA,"Mammals","665921495","85a423be-42a7-4915-899c-a3c0fb40a5cb",NA,"P. Hershkovitz","70672",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"MALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","Acevedo","Rio Aguas Claras","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"133568",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,"degrees minutes seconds",NA,"PH-5210",NA,NA,"South America, Colombia, Huila, Acevedo, Neotropics: Rio Aguas Claras",NA,NA,"20","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"MaNIS georeferencing guidelines","2569897",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
"Aotus lemurinus","665833079","Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",1.95,-76.483333,"cdround,gass84,txmathi,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.851+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219591,1,44,359,798,3239574,2436667,5219591,5219591,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus lemurinus","Aotus","lemurinus","SPECIES","ACCEPTED","VU",NA,NA,"Huila",1951,8,20,"1951-08-20T00:00:00",NA,"2021-03-30T10:22:12.851+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia","The Field Museum of Natural History","7960120a-4d34-43b4-9823-5c9ce9a964ef",NA,NA,NA,NA,NA,"Mammals","665833079","7960120a-4d34-43b4-9823-5c9ce9a964ef",NA,"P. Hershkovitz","70677",NA,"FMNH",NA,NA,NA,NA,"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",NA,NA,"FEMALE",NA,NA,NA,"SOUTH_AMERICA",NA,NA,NA,"FMNH","San Agustin","San Antonio","en","PhysicalObject","skin,skull",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Mammals",NA,NA,NA,NA,NA,NA,NA,"84775",NA,NA,NA,NA,NA,"mammals-24-sep-2020","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,"PH-5350",NA,NA,"South America, Colombia, Huila, San Agustin, Neotropics: San Antonio",NA,NA,"20","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba",NA,NA,NA,NA,NA,"FMNH","e71f36f1-e271-4720-a604-3c5a1418e7aa",NA,NA,NA,NA,"published","2569902",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,"succeded"
