"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","sex","occurrenceRemarks","year","month","day","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","preparationType","individualCount","coordinatePrecision","geoFlag","scientificNameAuthorship","previousCatalogNumber","typeStatus","relationshipType"
"231","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","645","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Fazenda Boa União; Rio Acre","-68","-10.0927777777778",NA,"Dissertação: Caça de subsistência: sustentabilidade e padrões de uso entre seringueiros ribeirinhos e não-ribeiinhos do estado do Acre - Calouro A.M. 1995",NA,NA,NA,NA,NA,"Rio Branco","-68.0","-10.0927777777778",NA,NA,NA,NA,NA,NA,NA,NA
"232","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7827","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Uruqueu",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"233","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","786","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Envira; Rio Envira- margem esquerda",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"234","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7724","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Salgado","-69.0588888888889","-10.5569444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-69.0588888888889","-10.5569444444444",NA,NA,NA,NA,NA,NA,NA,NA
"235","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","812","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena Kaxinawá; Alto Purus","-71.9","-9.31666666666667",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"-71.9","-9.31666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"236","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","804","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-10- Ramal do Mutum (4 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"237","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8501","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal São Salvador; Rio Moa","-73.2666666666667","-7.38333333333333",NA,"Livro: A fauna silvestre e as práticas de caça - Fragoso J.M.V- Santos M.C.- Nascimento V.M.L 2002",NA,NA,NA,NA,NA,"Mâncio Lima","-73.2666666666667","-7.38333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"238","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","5245","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Reserva Extrativista do Alto Juruá; Rio Juruá e tributários","-72.5","-9",NA,NA,NA,NA,NA,NA,NA,"Marechal Thaumaturgo","-72.5","-9.0",NA,NA,NA,NA,NA,NA,NA,NA
"239","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","4412","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","América do Sul- Acre",NA,NA,NA,"Livro: Primatas do Brasil - Auricchio P. 1995",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"240","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","806","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-90- km 72; Riozinho do Andirá",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"241","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7802","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Mamoal","-68.8627777777778","-10.5713888888889",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8627777777778","-10.5713888888889",NA,NA,NA,NA,NA,NA,NA,NA
"242","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","360","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,"-68.4833333333333","-10.6666666666667",NA,"Artigo: Estudo comparativo das espécies do gênero Alouatta Lacèpéde- 1799 (Platyrrhini- Cebidae) e sua distribuição geográfica na América do Sul - Hirsch A.- Landau E.C- Tedeschi A.C.M. - Menegheti J.O. 1991",NA,NA,NA,NA,NA,"Xapuri","-68.4833333333333","-10.6666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"243","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7779","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Bom Levar I","-68.8663888888889","-10.565",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8663888888889","-10.565",NA,NA,NA,NA,NA,NA,NA,NA
"244","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","815","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena São Lourenço; Cabeceira do rio Acre",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"245","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","787","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Envira; Rio Envira- margem direita",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"246","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7691","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Passagem Franca",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"247","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","5271","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,"-68","-10.0927777777778",NA,"Dissertação: Caça de subsistência: sustentabilidade e padrões de uso entre seringueiros ribeirinhos e não-ribeirinhos do estado do Acre - Calouro A.M. 1995",NA,NA,NA,NA,NA,NA,"-68.0","-10.0927777777778",NA,NA,NA,NA,NA,NA,NA,NA
"248","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","792","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 32- ramal Nova Aldeia",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"249","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","789","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal Oriente","-72.775","-8.82916666666667",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"-72.775","-8.82916666666667",NA,NA,NA,NA,NA,NA,NA,NA
"250","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","1120","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena Jaminauá/Envira; Margem direita do Rio Envira- perto da foz do Rio Jaminauá e margem direita do Rio Jaminauá","-71.0166666666667","-9.35666666666667",NA,"Relatório: Identificação e delimitação da Terra Indígena Kulina do Igarapé do Anjo que passou a se denominar Terra Indígena Jaminauá/Envira - Diógenes M.B. 1996",NA,NA,NA,NA,NA,"Feijó","-71.0166666666667","-9.35666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"251","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7930","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Alta III",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"252","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7492","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Jarinau II",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"253","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","784","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rod.AC-40- km 22",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco/Porto Acre","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"254","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7517","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Vai-se Ver",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"255","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","790","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 32- ramal lado direito (11 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"256","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","810","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Estrada Aquiles Peret- km 14",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"257","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7635","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Inveja",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"258","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7749","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Samauma","-68.7063888888889","-10.2216666666667",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.7063888888889","-10.2216666666667",NA,NA,NA,NA,NA,NA,NA,NA
"259","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","800","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-317- km 67- ramal lado esquerdo (4 km); Rio Xipamanu",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"260","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","627","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Floresta Estadual do Antimary; Rio Antimari","-68.25","-9.33333333333333",NA,"Dissertação: Caça de subsistência: sustentabilidade e padrões de uso entre seringueiros ribeirinhos e não-ribeiinhos do estado do Acre - Calouro A.M. 1995",NA,NA,NA,NA,NA,"Bujari","-68.25","-9.33333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"261","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","605","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Bairro Procon; Rioa Acre","-67.8","-9.96666666666667",NA,"Monografia: Levantamento preliminar de primatas cadastrados pelo IBAMA no município de Rio Branco - AC - Nóbrega M.F. 1997",NA,NA,NA,NA,NA,"Rio Branco","-67.8","-9.96666666666667",NA,NA,NA,NA,NA,NA,NA,NA
"262","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","782","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","BR-317- km 80",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco/Xapuri","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"263","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","797","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- BR-364- km 83- ramal Oco do Mundo (12 km)",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"264","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7806","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Pincel","-68.8611111111111","-10.4258333333333",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8611111111111","-10.4258333333333",NA,NA,NA,NA,NA,NA,NA,NA
"265","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7817","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Gafanhoto","-68.5841666666667","-10.4947222222222",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.5841666666667","-10.4947222222222",NA,NA,NA,NA,NA,NA,NA,NA
"266","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","3958","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.2536111111111","-8.28083333333333",NA,"Artigo : Riqueza de mamíferos de grande e médio porte do Parque Nacional da Serra do Divisor (Acre, Brasil) - Calouro A.M. 1999",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-73.2536111111111","-8.28083333333333",NA,NA,NA,NA,NA,NA,NA,NA
"267","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","1157","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Iaco; Rio Iaco","-68.725","-9.25",NA,"Dissertação: A caça de subsistência de extrativistas na Amazônia: sustentabilidade- biodiversidade e extinção de espécies - Martins E. 1993",NA,NA,NA,NA,NA,"Sena Madureira","-68.725","-9.25",NA,NA,NA,NA,NA,NA,NA,NA
"268","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","807","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-90- km 73- lado direito",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"269","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7079","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Trilha Itapissuma","-68.8602777777778","-10.4569444444444",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-68.8602777777778","-10.4569444444444",NA,NA,NA,NA,NA,NA,NA,NA
"270","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","346","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,"Artigo: The effect of rainfall seasonality on the geographic distribution of neotropical primates - R. Pastor-Nieto- D. K. Williamson 1998",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"271","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7700","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Boa Viagem","-69.0816666666667","-10.5122222222222",NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"-69.0816666666667","-10.5122222222222",NA,NA,NA,NA,NA,NA,NA,NA
"272","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7536","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Jatobá",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"273","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","229","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,"-67.8099975585938","-9.9747200012207",NA,"Relatório: Caracterização da fauna da bacia do Rio Branco/ Acre - Alho C.J.R. 1990",NA,NA,NA,NA,NA,"Rio Branco","0.0","0.0",NA,NA,"178770","auto",NA,NA,NA,NA
"274","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","820","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal República; Rio Moa","-72.6699981689453","-7.63111019134521",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Cruzeiro do Sul","0.0","0.0",NA,NA,"123037","auto",NA,NA,NA,NA
"275","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","785","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Manoel Urbano","-69.2596969604492","-8.83889007568359",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Manoel Urbano","0.0","0.0",NA,NA,"223192","auto",NA,NA,NA,NA
"276","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","808","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-401- km 6- ramal lado esquerdo (1 km)","-67.1856002807617","-10.3353004455566",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Plácido de Castro","0.0","0.0",NA,NA,"56619","auto",NA,NA,NA,NA
"277","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","809","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Estrada Dias Martins- km 13- ramal lado direito (2 km); Rio Acre","-67.8099975585938","-9.9747200012207",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco","0.0","0.0",NA,NA,"178770","auto",NA,NA,NA,NA
"278","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","824","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Localidade Quixadá ; Rioa Acre","-67.8099975585938","-9.9747200012207",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco","0.0","0.0",NA,NA,"178770","auto",NA,NA,NA,NA
"279","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","781","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Vila Bujari; Rioa Acre","-67.8099975585938","-9.9747200012207",NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,"Rio Branco","0.0","0.0",NA,NA,"178770","auto",NA,NA,NA,NA
"280","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","359","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Sena Madureira","-68.6568984985352","-9.06556034088135",NA,"Artigo: Estudo comparativo das espécies do gênero Alouatta Lacèpéde- 1799 (Platyrrhini- Cebidae) e sua distribuição geográfica na América do Sul - Hirsch A.- Landau E.C- Tedeschi A.C.M. - Menegheti J.O. 1991",NA,NA,NA,NA,NA,"Sena Madureira","0.0","0.0",NA,NA,"278222","auto",NA,NA,NA,NA
"281","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8337","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal Ouro","-68.6568984985352","-9.06556034088135",NA,"Artigo: Malária simiana no Estado do Acre, Brasil: Encontro de macacos zogue-zogue, Callicebus moloch cupreus, infetados com Plasmodium brasilianum - Ferreira Neto J.A.- Deane L.M. - Almeida F.B. 1972",NA,NA,NA,NA,NA,"Sena Madureira","0.0","0.0",NA,NA,"278222","auto",NA,NA,NA,NA
